name,地點,lat,lng,type
臺北市 市立仁愛國小,,25.03584,121.5521,PRI
臺北市 市立銘傳國小,,25.01404,121.5354,PRI
臺北市 市立建安國小補校,,25.02935,121.5462,PRI
臺北市 私立光仁小學,,25.02145,121.4997,PRI
臺北市 市立東園國小,,25.02298,121.498,PRI
臺北市 市立萬大國小,,25.02351,121.4997,PRI
臺北市 市立老松國小,,25.03809,121.5026,PRI
臺北市 市立雙園國小補校,,25.03095,121.4982,PRI
臺北市 市立新和國小,,25.02653,121.5031,PRI
臺北市 市立大理國小,,25.03116,121.4931,PRI
臺北市 市立華江國小,,25.0341,121.4913,PRI
臺北市 市立龍山國小,,25.03566,121.4962,PRI
臺北市 市立老松國小補校,,25.03809,121.5026,PRI
臺北市 市立雙園國小,,25.03088,121.498,PRI
臺北市 市立西園國小,,25.02667,121.4989,PRI
臺北市 市立西門國小,,25.04271,121.5035,PRI
臺北市 市立福星國小,,25.04695,121.5079,PRI
臺北市 市立興雅國小,,25.04676,121.5699,PRI
臺北市 市立三興國小,,25.02947,121.5583,PRI
臺北市 市立福德國小,,25.03891,121.5867,PRI
臺北市 市立永春國小補校,,25.04465,121.5791,PRI
臺北市 市立永春國小,,25.04468,121.5791,PRI
臺北市 市立信義國小,,25.03157,121.5632,PRI
臺北市 市立永吉國小,,25.04301,121.5799,PRI
臺北市 市立吳興國小補校,,25.02576,121.5686,PRI
臺北市 市立光復國小,,25.04062,121.558,PRI
臺北市 市立吳興國小,,25.02576,121.5686,PRI
臺北市 市立博愛國小,,25.03636,121.5704,PRI
臺北市 市立雙溪國小,,25.10606,121.5639,PRI
臺北市 市立士東國小,,25.11293,121.5268,PRI
臺北市 市立社子國小,,25.08996,121.5027,PRI
臺北市 市立劍潭國小,,25.07991,121.5229,PRI
臺北市 市立百齡國小,,25.08636,121.5178,PRI
臺北市 市立天母國小,,25.11971,121.5275,PRI
臺北市 市立蘭雅國小,,25.10828,121.5231,PRI
臺北市 市立社子國小補校,,25.08996,121.5027,PRI
臺北市 私立華興小學,,25.10497,121.5384,PRI
臺北市 市立福林國小,,25.0987,121.5296,PRI
臺北市 市立雨聲國小,,25.10354,121.5349,PRI
臺北市 市立溪山國小,,25.11967,121.5796,PRI
臺北市 市立葫蘆國小,,25.08365,121.5078,PRI
臺北市 市立文昌國小,,25.0994,121.5214,PRI
臺北市 市立三玉國小,,25.11793,121.5371,PRI
臺北市 市立士林國小,,25.09332,121.5249,PRI
臺北市 市立陽明山國小,,25.11987,121.5528,PRI
臺北市 市立富安國小,,25.10584,121.4826,PRI
臺北市 市立平等國小,,25.12944,121.5766,PRI
臺北市 市立雨農國小,,25.10529,121.53,PRI
臺北市 市立芝山國小,,25.1103,121.5364,PRI
臺北市 市立士東國小補校,,25.11293,121.5268,PRI
臺北市 市立關渡國小,,25.12643,121.4662,PRI
臺北市 市立北投國小,,25.13373,121.5009,PRI
臺北市 市立湖田國小,,25.1685,121.5388,PRI
臺北市 市立大屯國小,,25.1549,121.504,PRI
臺北市 市立文林國小,,25.10583,121.5148,PRI
臺北市 市立明德國小,,25.11211,121.5218,PRI
臺北市 市立秀山國小（籌備處）,,24.99425,121.521,PRI
臺北市 私立薇閣小學,,25.13606,121.5009,PRI
臺北市 市立逸仙國小,,25.13837,121.5052,PRI
臺北市 市立清江國小,,25.12683,121.5075,PRI
臺北市 市立湖山國小,,25.15006,121.5358,PRI
臺北市 市立義方國小,,25.14197,121.5093,PRI
臺北市 市立文化國小,,25.13716,121.4965,PRI
臺北市 市立洲美國小,,25.10088,121.5027,PRI
臺北市 私立奎山附小,,25.113,121.5223,PRI
臺北市 市立石牌國小,,25.11576,121.5118,PRI
臺北市 市立泉源國小,,25.14918,121.5242,PRI
臺北市 市立桃源國小,,25.1396,121.4845,PRI
臺北市 市立立農國小,,25.11949,121.505,PRI
臺北市 市立北投國小補校,,25.13373,121.5009,PRI
臺北市 市立內湖國小,,25.07921,121.5802,PRI
臺北市 市立東湖國小,,25.06926,121.6161,PRI
臺北市 市立明湖國小,,25.07108,121.6109,PRI
臺北市 市立大湖國小,,25.08725,121.6012,PRI
臺北市 市立麗湖國小,,25.07299,121.6011,PRI
臺北市 市立碧湖國小,,25.08463,121.5914,PRI
臺北市 市立西湖國小,,25.08367,121.5659,PRI
臺北市 市立新湖國小,,25.06823,121.5885,PRI
臺北市 市立南湖國小,,25.06788,121.6116,PRI
臺北市 市立麗山國小,,25.08352,121.5724,PRI
臺北市 市立潭美國小,,25.06055,121.5904,PRI
臺北市 市立康寧國小,,25.08006,121.5948,PRI
臺北市 市立文湖國小,,25.086,121.5602,PRI
臺北市 市立內湖國小補校,,25.07921,121.5802,PRI
臺北市 市立南港國小,,25.0571,121.6106,PRI
臺北市 市立成德國小,,25.04709,121.5869,PRI
臺北市 市立修德國小,,25.04551,121.5896,PRI
臺北市 市立舊莊國小,,25.0403,121.6195,PRI
臺北市 市立胡適國小,,25.04219,121.6175,PRI
臺北市 市立南港國小補校,,25.07921,121.5802,PRI
臺北市 市立玉成國小,,25.05369,121.5946,PRI
臺北市 市立東新國小,,25.05604,121.6021,PRI
臺北市 國立政大實小,,24.98495,121.5799,PRI
臺北市 私立再興小學,,24.98956,121.5581,PRI
臺北市 市立興德國小,,25.00163,121.5508,PRI
臺北市 市立志清國小,,24.99859,121.5389,PRI
臺北市 市立永建國小,,24.98757,121.55,PRI
臺北市 市立指南國小,,24.97628,121.5837,PRI
臺北市 市立力行國小,,24.981,121.5613,PRI
臺北市 市立興華國小,,24.99975,121.5589,PRI
臺北市 私立靜心中小學(國小部),,24.99888,121.5467,PRI
臺北市 市立景美國小,,24.98951,121.5408,PRI
臺北市 市立溪口國小,,24.99418,121.5389,PRI
臺北市 市立景興國小,,24.99653,121.5482,PRI
臺北市 市立實踐國小,,24.98319,121.5573,PRI
臺北市 市立明道國小,,24.98732,121.5626,PRI
臺北市 市立萬興國小,,24.98989,121.5767,PRI
臺北市 市立辛亥國小,,25.00644,121.5591,PRI
臺北市 私立中山小學,,24.9883,121.5563,PRI
臺北市 市立武功國小,,25.00379,121.5405,PRI
臺北市 市立興隆國小,,25.00269,121.5517,PRI
臺北市 市立木柵國小,,24.99024,121.5702,PRI
臺北市 市立博嘉國小,,25.0021,121.5759,PRI
臺北市 市立萬芳國小,,25.00129,121.5675,PRI
臺北市 市立萬福國小,,25.00478,121.5368,PRI
臺北市 市立木柵國小補校,,24.99024,121.5702,PRI
麥當勞,台北市士林區忠誠路二段55號,25.11183,121.5315,F
麥當勞,台北市士林區德行東路227號1F,25.10946,121.533,F
麥當勞,台北市士林區中山北路五段602號,25.09599,121.5281,F
麥當勞,台北市士林區中正路287號1F,25.09475,121.5241,F
麥當勞,台北市士林區基河路15號1F,25.0872,121.5247,F
麥當勞,台北市士林區重慶北路四段123號,25.08305,121.512,F
麥當勞,台北市士林區敬業三路123號,25.08108,121.5555,F
麥當勞,台北市大同區重慶北路三段255號,25.07161,121.514,F
麥當勞,台北市大同區民生西路55號,25.05773,121.5203,F
麥當勞,台北市大同區承德路一段34號1F,25.05075,121.5168,F
麥當勞,台北市大安區忠孝東路四段45號B2,25.04187,121.5446,F
麥當勞,台北市大安區忠孝東路四段73號之一1F,25.04184,121.547,F
麥當勞,台北市大安區忠孝東路四段226號,25.04129,121.5539,F
麥當勞,台北市大安區光復南路286號,25.03952,121.5574,F
麥當勞,台北市大安區信義路四段273號1F,25.03336,121.5546,F
麥當勞,台北市大安區羅斯福路二段45號,25.02754,121.5224,F
麥當勞,台北市大安區建國南路二段151巷40號,25.02857,121.5395,F
麥當勞,台北市大安區復興南路二段273號,25.02569,121.5436,F
麥當勞,台北市大安區四維路170巷2號1F,25.0281,121.5479,F
麥當勞,台北市大安區新生南路三段88之2號,25.01806,121.5333,F
麥當勞,台北市大安區和平東路三段406巷8號1F,25.01831,121.558,F
麥當勞,台北市萬華區昆明街92之4號,25.04485,121.5053,F
麥當勞,台北市萬華區漢中街52號B1,25.04384,121.5071,F
麥當勞,台北市萬華區漢中街116號,25.04303,121.5074,F
麥當勞,台北市萬華區西園路二段240號,25.02821,121.495,F
麥當勞,台北市中山區北安路626號1F,25.08275,121.5491,F
麥當勞,台北市中山區民權西路68號1F,25.06259,121.52,F
麥當勞,台北市中山區中山北路三段9號,25.06419,121.5226,F
麥當勞,台北市中山區林森北路413號1F,25.05995,121.5257,F
麥當勞,台北市中山區民權東路二段43號1F,25.06277,121.5305,F
麥當勞,台北市中山區南京西路21號1F,25.05278,121.5206,F
麥當勞,台北市中山區南京東路一段86號,25.05186,121.5256,F
麥當勞,台北市中山區南京東路二段76號1F,25.0519,121.5308,F
麥當勞,台北市中山區長春路172號,25.05458,121.5338,F
麥當勞,台北市中正區寶慶路32號B1,25.0416,121.5091,F
麥當勞,基隆市中正區北寧路2508號,25.14599,121.7835,F
麥當勞,台北市中正區館前路8號,25.0458,121.5147,F
麥當勞,台北市中正區忠孝西路一段66號B1,25.04613,121.5153,F
麥當勞,台北市中正區公園路301號,25.04457,121.5168,F
麥當勞,台北市中正區林森南路1號,25.04441,121.5234,F
麥當勞,台北市中正區濟南路二段66號1F,25.04003,121.5325,F
麥當勞,台北市中正區南昌路一段149號1F,25.02942,121.5187,F
麥當勞,台北縣中和市中山路二段583號1F,25.00576,121.4802,F
麥當勞,台北縣中和市中和路38號,25.00151,121.4999,F
麥當勞,台北縣中和市中山路二段295號B1,25.002,121.496,F
麥當勞,台北縣中和市興南路一段83號1F,24.989,121.51,F
麥當勞,台北市內湖區內湖路一段283號1F,25.08244,121.5662,F
麥當勞,台北市內湖區內湖路一段741號1F,25.07899,121.5786,F
麥當勞,台北市內湖區成功路四段180號,25.08357,121.5938,F
麥當勞,台北市內湖區康寧路三段168號1F,25.06944,121.6118,F
麥當勞,台北市內湖區舊宗路一段128號,25.06097,121.578,F
麥當勞,台北市文山區興隆路三段54號,25.00017,121.5559,F
麥當勞,台北市文山區新光路二段28號,24.99664,121.5771,F
麥當勞,台北市文山區景中街30巷12號,24.99218,121.5424,F
麥當勞,台北市文山區木柵路一段137號,24.98759,121.5502,F
麥當勞,台北市文山區木柵路三段57號1F,24.98866,121.5664,F
麥當勞,台北市文山區指南路二段67號1F,24.98793,121.5748,F
麥當勞,台北市文山區木新路三段174號1F,24.98153,121.5603,F
麥當勞,台北市北投區光明路2183號,25.13623,121.5043,F
麥當勞,台北市北投區中央北路四段534號1F,25.12809,121.4678,F
麥當勞,台北市北投區北投路二段15號,25.13113,121.4986,F
麥當勞,台北市北投區承德路七段262號1F,25.11602,121.5059,F
麥當勞,台北市松山區民權東路三段128號1F,25.06191,121.5461,F
麥當勞,台北市松山區民生東路三段135號,25.05809,121.5485,F
麥當勞,台北市松山區民生東路五段234號1F,25.05891,121.5661,F
麥當勞,台北市松山區南京東路三段337號B1,25.05201,121.5483,F
麥當勞,台北市松山區南京東路四段2號,25.05079,121.5499,F
麥當勞,台北市松山區八德路三段1681號,25.04797,121.5553,F
麥當勞,台北市松山區南京東路五段162號1F,25.05121,121.563,F
麥當勞,台北市松山區八德路四段138號B3,25.04851,121.5617,F
麥當勞,台北市信義區忠孝東路五段289號,25.04114,121.5715,F
麥當勞,台北市信義區忠孝東路五段522號1F,25.04127,121.5792,F
麥當勞,台北市信義區松高路12號B2,25.03885,121.5668,F
麥當勞,台北市信義區松壽路12號,25.03531,121.5661,F
麥當勞,台北市信義區基隆路二段991號1F,25.03013,121.5586,F
麥當勞,台北市信義區市府路45號B1,25.03349,121.5641,F
麥當勞,台北市信義區莊敬路475號1F,25.02681,121.5681,F
麥當勞,台北市南港區忠孝東路六段438號1F,25.05015,121.5937,F
麥當勞,台北市南港區南港路二段16號1F,25.05441,121.6058,F
麥當勞,台北市南港區研究院路一段99號,25.05231,121.6163,F
肯德基,臺北市中正區台北車站R樓6號標區,25.04631,121.5179,F
肯德基,臺北市中正區八德路一段64號,25.04388,121.5314,F
肯德基,臺北市大同區承德路一段38號,25.05089,121.5167,F
肯德基,臺北市中山區南京東路三段222號,25.05165,121.5436,F
肯德基,臺北市中山區八德路二段306號B1,25.04687,121.5426,F
肯德基,臺北市中山區民生西路9號,25.05792,121.5216,F
肯德基,臺北市松山區南京東路五段164號,25.05129,121.5631,F
肯德基,臺北市大安區新生南路三段96-1號,25.01721,121.5331,F
肯德基,臺北市萬華區萬大路286號,25.02544,121.5003,F
肯德基,臺北市萬華區峨眉街14-16號2樓,25.04342,121.5071,F
肯德基,臺北市信義區莊敬路336號1樓,25.02782,121.5638,F
肯德基,臺北市信義區忠孝東路五段297號B1,25.04124,121.5732,F
肯德基,臺北市士林區中山北路六段748、750號,25.11564,121.5283,F
肯德基,臺北市士林區文林路88號,25.0873,121.526,F
肯德基,臺北市北投區東華街一段550號,25.11498,121.5157,F
肯德基,臺北市北投區光明路225號,25.13658,121.5041,F
肯德基,臺北市內湖區東湖路122-124號,25.06806,121.6164,F
肯德基,臺北市內湖區內湖路一段230號,25.08238,121.5648,F
肯德基,臺北市南港區三重路11號1-2樓,25.05585,121.6138,F
肯德基,臺北市文山區木柵路三段82號,24.98849,121.5668,F
肯德基,臺北市文山區興隆路三段9號,25.0009,121.5549,F
摩斯,台北市中正區忠孝西路一段49號B1,25.04608,121.5186,F
摩斯,台北市中正區中山南路7號B1,25.04027,121.5192,F
摩斯,台北市中正區忠孝東路二段132號,25.04244,121.5318,F
摩斯,台北市中正區公園路38號,25.04385,121.5166,F
摩斯,台北市中正區南昌路一段44號 1.2樓,25.03173,121.5167,F
摩斯,台北市中正區重慶南路一段125號,25.04211,121.5133,F
摩斯,台北市中正區中山南路21之1號,25.03676,121.519,F
摩斯,台北市中正區忠孝東路一段178號1樓及B1,25.04385,121.5265,F
摩斯,台北市中正區黎明里北平西路3號,25.0477,121.5174,F
摩斯,台北市中正區中山南路8號B1F,25.04417,121.5187,F
摩斯,台北市大同區承德路1段1號B2,25.04931,121.5172,F
摩斯,台北市大同區承德路一段1號,25.04931,121.5172,F
摩斯,台北市大同區重慶北路三段271號1.2樓,25.07224,121.5141,F
摩斯,台北市大同區長安西路219號,25.05205,121.5125,F
摩斯,台北市中山區中山北路2段9號,25.05272,121.5229,F
摩斯,台北市中山區吉林路27號,25.05077,121.5302,F
摩斯,台北市中山區林森北路140號,25.05156,121.5251,F
摩斯,台北市中山區民權東路三段5號,25.06256,121.5412,F
摩斯,台北市中山區松江路156-1號1樓,25.05452,121.5328,F
摩斯,台北市中山區中山北路2段76號,25.05718,121.5226,F
摩斯,"台北市中山區民權東路一段76號1,2樓",25.06247,121.5254,F
摩斯,台北市中山區敬業三路11號1樓,25.08364,121.5559,F
摩斯,台北市中山區松江路274號1樓,25.05974,121.533,F
摩斯,台北市中山區民生西路77號1樓,25.05765,121.5198,F
摩斯,台北市中山區北安路586號,25.08105,121.5488,F
摩斯,台北市中山區民權西路25號1樓,25.06303,121.5215,F
摩斯,台北市中山區南京東路三段116號1樓,25.05176,121.5403,F
摩斯,台北市中山區大直街59號,25.08341,121.5464,F
摩斯,台北市松山區敦化北路340-9號2樓,25.06368,121.5518,F
摩斯,台北市松山區南京東路4段2號,25.05079,121.5499,F
摩斯,台北市松山區慶城街1號,25.0528,121.5446,F
摩斯,台北市松山區復興南路一段39號B1,25.04606,121.5442,F
摩斯,台北市松山區民生東路五段184號 1.2樓,25.05817,121.5638,F
摩斯,"台北市松山區南京東路五段27,29號及27之2,29之2號",25.05285,121.5607,F
摩斯,台北市松山區吉祥路59號,25.05067,121.5626,F
摩斯,台北市松山區民生東路3段113巷7弄1號,25.05864,121.5464,F
摩斯,台北市松山區敦化北路155巷1號,25.0542,121.5497,F
摩斯,台北市松山區八德路3段123號,25.04825,121.5543,F
摩斯,台北市松山區民生東路4段114號1樓,25.05798,121.5545,F
摩斯,台北市大安區新生南路1段161之1號,25.03449,121.5331,F
摩斯,台北市大安區金山南路2段121號,25.03029,121.5268,F
摩斯,台北市大安區安和路一段70號1樓,25.03533,121.5523,F
摩斯,台北市大安區大安路1段237號,25.03413,121.5462,F
摩斯,台北市大安區仁愛路4段3小7號,25.03828,121.5463,F
摩斯,台北市大安區光復南路552號,25.03461,121.5573,F
摩斯,台北市大安區羅斯福路三段233號,25.0195,121.5298,F
摩斯,台北市大安區復興南路二段151巷47號,25.02848,121.5457,F
摩斯,台北市大安區忠孝東路三段300號B2,25.04121,121.5433,F
摩斯,台北市大安區基隆路四段43號,25.01325,121.5411,F
摩斯,台北市大安區仁愛路四段151巷37號B1,25.04059,121.552,F
摩斯,台北市大安區和平東路一段278號,25.02594,121.5342,F
摩斯,台北市大安區敦化南路二段81巷59號,25.03002,121.5512,F
摩斯,台北市大安區羅斯福路四段1號 國立臺灣大學小福樓2F,25.01862,121.5374,F
摩斯,台北市大安區信義路四段304號1樓,25.03296,121.5548,F
摩斯,台北市萬華區中華路一段80號1樓,25.04548,121.5088,F
摩斯,台北市萬華區青年路42號1樓,25.0256,121.5044,F
摩斯,台北市信義區基隆路二段22號1樓,25.03209,121.5588,F
摩斯,台北市信義區市府路45號B1,25.03349,121.5641,F
摩斯,台北市信義區忠孝東路五段629號1樓及B1,25.04187,121.5795,F
摩斯,台北市信義區吳興街243號,25.02751,121.5635,F
摩斯,台北市信義區莊敬路469號1、2樓,25.02693,121.568,F
摩斯,台北市信義區松山路11號,25.04919,121.5783,F
摩斯,台北市士林區士商路189號1樓,25.09613,121.5167,F
摩斯,台北市士林區福華路158號1樓,25.10384,121.5228,F
摩斯,台北市士林區天母東路21號,25.11824,121.5318,F
摩斯,台北市士林區忠誠路一段188號,25.10817,121.5301,F
摩斯,台北市士林區天母北路85號,25.12239,121.5269,F
摩斯,台北市士林區中山北路六段730號,25.11518,121.528,F
摩斯,台北市士林區格致路59號,25.13789,121.5465,F
摩斯,台北市士林區中山北路六段77號B1,25.10474,121.5245,F
摩斯,台北市士林區福林路189號1樓,25.09695,121.5325,F
摩斯,台北市北投區石牌路一段174號1樓,25.11446,121.5137,F
摩斯,台北市北投區石牌路一段39巷100號1樓,25.11647,121.5098,F
摩斯,台北市北投區光明路212號,25.13608,121.5039,F
摩斯,台北市北投區立德路15號,25.1248,121.4715,F
摩斯,台北市北投區中央北路1段42-1號,25.13407,121.5008,F
摩斯,台北市北投區北投路二段45號1F,25.13346,121.497,F
摩斯,台北市北投區石牌路二段201號,25.11921,121.5204,F
摩斯,台北市北投區立功街76號B1,25.12494,121.4693,F
摩斯,台北市北投區承德路七段400號2樓,25.12027,121.5013,F
摩斯,台北市內湖區內湖路一段637號1.2樓,25.08046,121.5748,F
摩斯,台北市內湖區東湖路110號1樓、2樓,25.06821,121.6157,F
摩斯,台北市內湖區成功路四段202號,25.08446,121.5955,F
摩斯,台北市內湖區內湖成功路五段63號1.2樓,25.074,121.606,F
摩斯,台北市內湖區文德路212號1.2樓,25.07824,121.584,F
摩斯,台北市內湖區瑞光路513巷34號,25.08018,121.5699,F
摩斯,台北市內湖區瑞湖街80號,25.07255,121.576,F
摩斯,台北市南港區經貿二路1號,25.05609,121.6176,F
摩斯,台北市南港區園區街3之2號-9,25.05784,121.6118,F
摩斯,台北市南港區忠孝東路六段444號1樓,25.0502,121.5939,F
摩斯,台北市南港區三重路19之8號,25.05752,121.6137,F
摩斯,台北市南港區忠孝東路七段369號,25.05256,121.6045,F
摩斯,台北市南港區研究院路二段130號,25.03921,121.6168,F
摩斯,台北市文山區木柵路三段41-1號1&2F,24.98858,121.5659,F
摩斯,台北市文山區興隆路3段44號,25.00029,121.5556,F
摩斯,台北市文山區木新路三段170號1之2樓,24.98189,121.5608,F
摩斯,台北市文山區景興路191號,24.99248,121.5444,F
摩斯,台北市文山區指南路二段71號,24.98791,121.5749,F
漢堡王,台北市中正區八德路一段31號,25.04413,121.5314,F
漢堡王,台北市中山區敬業三路20號B1,25.08331,121.5572,F
漢堡王,台北市中山區林森北路258號1樓,25.05448,121.5253,F
漢堡王,台北市中山區長春路176號,25.05467,121.5341,F
漢堡王,台北市中山區中山北路三段24-1號,25.06503,121.522,F
頂呱呱,台北市大安區信義路二段176號,25.03356,121.5295,F
頂呱呱,台北市大安區忠孝東路4段175之1號,25.04168,121.5506,F
頂呱呱,台北市大安區復興南路一段180號1樓,25.04095,121.5434,F
頂呱呱,台北市內湖區東湖路24號,25.06872,121.6129,F
頂呱呱,台北市松山區八德路3段206號,25.04782,121.5566,F
頂呱呱,台北市中正區羅斯福路四段134號1樓,25.01295,121.5358,F
頂呱呱,台北市中正區漢口街1段8號,25.04504,121.5146,F
頂呱呱,台北市南港區忠孝東路六段392號1樓,25.04982,121.5924,F
頂呱呱,台北市內湖區瑞光路283號1樓,25.07558,121.5766,F
頂呱呱,台北市信義區松壽路11號B2,25.03601,121.5672,F
頂呱呱,台北市信義區松高路11號B2,25.03972,121.5659,F
頂呱呱,台北市中正區忠孝西路一段47號B1,25.04639,121.5174,F
頂呱呱,台北市文山區新光路2段30號,24.99835,121.581,F
頂呱呱,台北市南港區忠孝東路7段371號B1,25.05182,121.6046,F
頂呱呱,台北市北投區光明路 218-2 號,25.1362,121.5043,F
頂呱呱,台北市文山區興隆路3段67號,25.00018,121.5563,F
頂呱呱,台北市士林區士商路189號B1,25.09613,121.5167,F
頂呱呱,台北市中山區南京東路三段 17 號,25.0522,121.5376,F
頂呱呱,台北市中山區民權西路54-1號,25.06259,121.5205,F
頂呱呱,台北市萬華區昆明街 92-2 號,25.04498,121.5053,F
忠孝復興站,台北市大安區東豐街43號45號1樓,25.04163,121.5438,MRT
南港展覽館站,台北市大安區信義路四段74號1樓,25.05538,121.6183,MRT
松山機場站,台北市中正區汀州路二段210號,25.06302,121.5518,MRT
中山國中站,台北市中正區許昌街17號1樓,25.06085,121.5442,MRT
南京復興站,台北市內湖區港華街40號1樓,25.0521,121.5444,MRT
大安站,台北市士林區後港街98之1號2號1樓,25.03323,121.5439,MRT
科技大樓站,台北市士林區士東路286巷37號,25.02612,121.5434,MRT
六張犁站,台北市大安區四維路170巷8號1樓,25.0237,121.5516,MRT
麟光站,台北市中山區長安東路2段43號45-1號1樓,25.01546,121.5611,MRT
辛亥站,台北市內湖區內湖路一段445號1樓,25.00548,121.5571,MRT
萬芳醫院站,台北市內湖區行善路64號,24.99939,121.5582,MRT
萬芳社區站,台北市中山區樂群二路154號1樓,25.00225,121.57,MRT
木柵站,台北市松山區撫遠街197號199號,24.99824,121.5731,MRT
動物園站,台北市內湖區成功路4段359號1樓,24.99826,121.5794,MRT
大直站,台北市文山區指南路1段34號36號1樓,25.07948,121.5469,MRT
劍南路站,台北市大安區辛亥路3段30號(台大國青宿舍),25.08485,121.5556,MRT
西湖站,台北市中正區忠孝東路二段100號1樓,25.08213,121.5672,MRT
港墘站,台北市中山區樂群二路206號1樓,25.08004,121.5751,MRT
文德站,台北市大安區忠孝東路4段216巷27弄1號1樓,25.07855,121.5855,MRT
內湖站,台北市大同區延平北路四段16號18號1樓,25.06479,121.5853,MRT
大湖公園站,台北市中山區松江路295號295-1號1樓,25.08301,121.6053,MRT
葫洲站,台北市松山區敦化北路149號1樓,25.07272,121.6072,MRT
東湖站,台北市大安區敦化南路二段265巷6號1樓,25.06713,121.6117,MRT
南港軟體園區站,台北市內湖區環山路二段81號83號1樓,25.05994,121.6159,MRT
小碧潭站,台北市大安區敦化南路2段238號,24.97201,121.5305,MRT
新店站,台北市萬華區華中里萬大路464號一樓,24.95894,121.5386,MRT
新店市公所站,台北市南港區福德街373巷25號,24.96739,121.541,MRT
七張站,台北市中正區寧波西街86號1樓,24.97498,121.5431,MRT
大坪林站,台北市中正區中華路2段407號,24.98279,121.541,MRT
景美站,台北市信義區忠孝東路5段386號,24.99352,121.5408,MRT
萬隆站,台北市信義區松勤街100號1樓,24.99928,121.5402,MRT
公館站,台北市萬華區西寧南路85號,25.01194,121.5378,MRT
臺電大樓站,台北市內湖區文德路99號1樓,25.01756,121.5314,MRT
古亭站,台北市中山區民權東路3段73號,25.02613,121.5229,MRT
中正紀念堂站,台北市信義區吳興街257號259號,25.03273,121.5183,MRT
頂溪站,台北市文山區興隆路2段244巷20號1樓,25.01422,121.5154,MRT
永安市場站,台北市中正區衡陽路27號,25.00388,121.5133,MRT
景安站,台北市中正區長沙街一段20號1樓,24.99371,121.5046,MRT
南勢角站,台北市文山區永安街22巷23號25號1樓,24.98992,121.5089,MRT
小南門站,台北市北投區立德路15號B1,25.03553,121.5109,MRT
臺大醫院站,台北市信義區福德街159號161號1樓,25.04147,121.5186,MRT
臺北車站,台北市信義區基隆路二段155號1樓,25.04775,121.5171,MRT
中山站,台北市大同區酒泉街25號27號1樓,25.0529,121.5203,MRT
雙連站,台北市萬華區莒光路216號萬大路57號1樓,25.0579,121.5206,MRT
民權西路站,台北市大安區敦化南路2段182號,25.06288,121.5193,MRT
圓山站,台北市士林區文林路669號1樓及B1,25.07135,121.5201,MRT
劍潭站,台北市文山區秀明路二段8號10號,25.08487,121.5251,MRT
士林站,台北市信義區逸仙路42巷25號1樓,25.09354,121.5262,MRT
芝山站,台北市士林區基河路132號1樓,25.10306,121.5225,MRT
明德站,台北市大同區延平北路二段232號234號1樓,25.10972,121.5188,MRT
石牌站,台北市大安區忠孝東路四段205巷7弄5號1樓,25.11452,121.5156,MRT
唭哩岸站,台北市大安區敦化南路二段331巷14號,25.12087,121.5063,MRT
奇岩站,台北市大安區羅斯福路3段245號,25.12611,121.501,MRT
北投站,台北市大安區臥龍街252號及252-1號,25.13131,121.4992,MRT
新北投站,台北市南港區玉成街150號1樓,25.13694,121.5026,MRT
復興崗站,台北市中山區民權東路2段96號98號1樓,25.1382,121.4919,MRT
忠義站,台北市大安區光復南路240巷25號,25.13106,121.4732,MRT
關渡站,台北市中正區寧波東街17號1樓,25.12492,121.4655,MRT
竹圍站,台北市中正區廈門街99巷19-2號1樓,25.13656,121.4601,MRT
紅樹林站,台北市信義區崇德街104號106號1樓,25.15404,121.4589,MRT
淡水站,台北市大安區敦化南路二段97號1樓,25.16782,121.4456,MRT
